Age,Gender,City_Type,Annual_Income,Education_Level,Occupation,Steps_Per_Day,Workout_Days_Per_Week,Preferred_Workout_Type,Workout_Duration_Min,Calories_Burned_Per_Day,Uses_Fitness_App,Features_Used,App_Usage_Frequency,Subscribed_Premium,Motivators_For_Upgrade,Willingness_To_Pay,Fitness_Importance_1_10,Biggest_Challenge,Fitness_Motivated_By,Preferred_Device,NPS_Recommend_1_10,Content_Engaged,Interested_In_Group_Challenges,Fitness_Goal
36,Male,Metro,90468,Graduate,Professional,3358,6,Mixed,58,712,Yes,"Challenges, Progress Tracking, Diet Tracking, Step Tracker",Monthly,Yes,Custom Diet Plans,574,8,Motivation,Self,Smartphone,6,Video Workouts,Yes,General Wellness
22,Male,Metro,103013,Postgraduate,Professional,11664,3,Yoga,16,836,No,None,Never,No,None,399,2,Cost,Influencers,Fitness Band,4,None,No,General Wellness
41,Male,Metro,49208,Graduate,Homemaker,2950,3,Cardio,52,493,Yes,"Progress Tracking, Step Tracker",Daily,Yes,"1:1 Coach, Ad-free Experience",701,6,Lack of Time,Self,Smartphone,5,Articles,Yes,Weight Loss
18,Female,Metro,70387,Graduate,Professional,6121,0,Cardio,44,437,Yes,Step Tracker,Daily,Yes,"Personalized Plans, 1:1 Coach",653,9,Health Issues,Friends,Smartphone,10,Video Workouts,Yes,General Wellness
34,Male,Metro,175795,Graduate,Professional,6851,3,Cardio,20,561,No,None,Never,No,None,240,2,Motivation,Self,Fitness Band,2,None,No,Muscle Gain
47,Male,Metro,51386,Graduate,Retired,10272,3,Cardio,9,635,Yes,"Step Tracker, Diet Tracking, Social Community",Rarely,No,"Social Competitions, Advanced Analytics, Personalized Plans",539,8,Motivation,None,Smartphone,6,Articles,No,Weight Loss
22,Male,Urban,38969,Postgraduate,Retired,2327,3,Sports,38,400,No,None,Never,No,None,249,1,Cost,Self,Smartphone,5,None,No,Muscle Gain
25,Male,Urban,138805,Graduate,Professional,8038,4,Cardio,35,621,Yes,Step Tracker,Daily,No,1:1 Coach,380,8,Guidance,Self,Smartwatch,6,Challenges,No,Athletic Training
30,Other,Metro,176538,Postgraduate,Student,4774,1,Cardio,8,400,Yes,"Step Tracker, Social Community, Challenges",Daily,No,"Advanced Analytics, Personalized Plans",291,6,Motivation,Influencers,Smartwatch,4,Community Posts,No,Weight Loss
25,Female,Rural,66293,Graduate,Professional,8569,2,Yoga,42,536,Yes,"Workout Plans, Diet Tracking",Daily,No,"Ad-free Experience, Personalized Plans",354,6,Motivation,Self,Smartphone,8,Articles,Yes,Weight Loss
17,Male,Metro,109724,Graduate,Homemaker,4732,5,Mixed,56,559,Yes,"Challenges, Workout Plans, Social Community",Never,No,Ad-free Experience,404,5,Motivation,Self,Smartphone,8,Video Workouts,Yes,Weight Loss
30,Female,Rural,129409,Postgraduate,Other,10930,7,Strength Training,67,1116,Yes,Workout Plans,Weekly,Yes,"Personalized Plans, Ad-free Experience",494,10,Guidance,None,Fitness Band,7,Community Posts,No,Weight Loss
21,Female,Metro,45649,Graduate,Homemaker,4747,1,Yoga,32,400,Yes,"Progress Tracking, Step Tracker, Workout Plans, Diet Tracking",Weekly,No,Custom Diet Plans,349,7,Motivation,Self,Smartphone,6,Challenges,Yes,Muscle Gain
33,Female,Semi-Urban,51914,Graduate,Professional,845,3,Strength Training,41,400,Yes,Progress Tracking,Daily,No,Social Competitions,492,4,Cost,Self,Smartphone,6,Challenges,Yes,Weight Loss
22,Male,Urban,122447,Graduate,Professional,5027,1,Cardio,67,429,Yes,"Progress Tracking, Challenges",Monthly,No,"Custom Diet Plans, 1:1 Coach, Advanced Analytics",2483,3,Guidance,Influencers,None,6,Live Classes,Yes,General Wellness
42,Male,Semi-Urban,153661,Graduate,Student,6346,0,Strength Training,34,400,Yes,"Challenges, Diet Tracking",Daily,No,Personalized Plans,355,6,Lack of Time,Family,Smartphone,3,Community Posts,Yes,Weight Loss
23,Male,Rural,87679,High School,Professional,9705,2,Yoga,21,794,Yes,"Workout Plans, Challenges, Step Tracker, Progress Tracking",Monthly,No,"Social Competitions, Personalized Plans",615,5,Motivation,Friends,Fitness Band,6,Articles,No,General Wellness
27,Female,Metro,42620,Graduate,Professional,3853,1,None,21,457,Yes,Challenges,Daily,Yes,"Ad-free Experience, Social Competitions",870,6,Lack of Time,Self,Smartwatch,10,Challenges,No,Weight Loss
36,Male,Rural,178711,Graduate,Professional,3903,4,Cardio,60,658,No,None,Never,No,None,275,3,Motivation,Family,Fitness Band,2,None,No,Rehabilitation
20,Male,Metro,50742,Graduate,Professional,9401,3,Strength Training,40,907,Yes,Step Tracker,Daily,No,"Personalized Plans, Custom Diet Plans",275,5,Guidance,Self,Smartwatch,5,Articles,No,Muscle Gain
31,Male,Metro,55962,Doctorate,Professional,3561,1,Strength Training,28,400,Yes,"Step Tracker, Diet Tracking, Progress Tracking",Daily,No,Custom Diet Plans,464,6,Guidance,Friends,Smartphone,4,Articles,No,General Wellness
40,Female,Metro,78524,Graduate,Professional,6552,0,Strength Training,19,633,Yes,Step Tracker,Daily,No,Advanced Analytics,228,7,Cost,Friends,Smartphone,8,Video Workouts,Yes,General Wellness
17,Male,Urban,143929,Postgraduate,Professional,6603,5,Cardio,27,512,Yes,Step Tracker,Weekly,Yes,"Custom Diet Plans, Ad-free Experience, Personalized Plans",863,9,Lack of Time,Self,Smartwatch,9,Articles,No,General Wellness
31,Female,Metro,101416,Graduate,Student,7543,1,Strength Training,38,558,Yes,"Challenges, Step Tracker",Rarely,No,"Advanced Analytics, Social Competitions",390,7,Other,Self,Smartphone,9,Live Classes,Yes,General Wellness
32,Female,Urban,81424,Graduate,Professional,5125,4,Mixed,89,680,Yes,Progress Tracking,Weekly,No,"Social Competitions, 1:1 Coach",412,4,Motivation,Self,Fitness Band,4,Community Posts,No,Weight Loss
36,Male,Urban,83420,Postgraduate,Professional,4682,2,Yoga,73,537,No,None,Never,No,None,319,4,Motivation,Family,Smartphone,4,None,No,General Wellness
20,Female,Urban,67626,Graduate,Professional,7837,3,Strength Training,96,886,Yes,"Progress Tracking, Step Tracker, Challenges, Diet Tracking",Monthly,Yes,"Ad-free Experience, Custom Diet Plans, Advanced Analytics",605,8,Cost,Influencers,Smartwatch,10,Community Posts,Yes,Weight Loss
19,Male,Semi-Urban,87471,Postgraduate,Other,4760,2,Cardio,24,406,Yes,"Social Community, Step Tracker, Workout Plans, Challenges",Daily,No,"Personalized Plans, 1:1 Coach",525,3,Cost,Friends,Smartphone,7,Video Workouts,No,General Wellness
34,Female,Metro,18680,Graduate,Professional,3600,0,Cardio,6,400,Yes,Progress Tracking,Weekly,No,"Ad-free Experience, Personalized Plans, Social Competitions",320,6,Motivation,Friends,Smartphone,7,Live Classes,No,Rehabilitation
32,Male,Metro,57050,High School,Professional,10069,1,Strength Training,30,649,Yes,"Workout Plans, Progress Tracking",Monthly,No,"Social Competitions, Custom Diet Plans, Personalized Plans",300,8,Cost,Family,Smartphone,6,Live Classes,Yes,Athletic Training
32,Female,Metro,74657,Graduate,Professional,8220,1,Mixed,51,528,Yes,"Workout Plans, Step Tracker",Weekly,No,Custom Diet Plans,340,6,Health Issues,Influencers,Fitness Band,7,Community Posts,Yes,Weight Loss
32,Female,Metro,37215,Graduate,Professional,11418,3,None,43,761,Yes,"Social Community, Progress Tracking",Daily,Yes,"Advanced Analytics, Ad-free Experience",728,5,Cost,Friends,Smartphone,9,Live Classes,Yes,Muscle Gain
24,Female,Metro,401350,Postgraduate,Homemaker,8959,4,Strength Training,133,1272,Yes,"Step Tracker, Challenges, Workout Plans, Progress Tracking",Daily,No,"Advanced Analytics, 1:1 Coach, Social Competitions",226,6,Lack of Time,Self,Fitness Band,7,Challenges,Yes,Muscle Gain
31,Female,Metro,59740,Graduate,Professional,3829,2,Strength Training,58,400,Yes,"Workout Plans, Challenges, Step Tracker",Weekly,No,"Ad-free Experience, Advanced Analytics, Social Competitions",282,4,Health Issues,Friends,Smartphone,4,Articles,Yes,Weight Loss
32,Male,Metro,159171,Doctorate,Homemaker,7240,0,Mixed,22,567,Yes,"Workout Plans, Step Tracker, Challenges, Social Community",Daily,No,"Ad-free Experience, Custom Diet Plans, Advanced Analytics",275,7,Cost,Friends,Smartphone,6,Articles,No,Weight Loss
24,Female,Rural,145293,Doctorate,Professional,4460,3,Strength Training,74,739,Yes,"Workout Plans, Diet Tracking, Step Tracker",Weekly,No,Advanced Analytics,451,6,Guidance,Family,Smartwatch,9,Community Posts,Yes,Muscle Gain
44,Female,Urban,52422,Graduate,Homemaker,2870,4,Yoga,9,400,Yes,"Workout Plans, Diet Tracking, Step Tracker",Rarely,No,"Advanced Analytics, Ad-free Experience, Personalized Plans",243,5,Cost,None,Smartphone,7,Community Posts,Yes,None
33,Female,Metro,61364,Graduate,Student,5882,7,Cardio,25,737,Yes,"Diet Tracking, Step Tracker",Daily,No,"Personalized Plans, Social Competitions",139,5,Other,Influencers,Smartphone,7,Live Classes,No,Muscle Gain
20,Male,Urban,63769,Postgraduate,Homemaker,9453,3,Sports,27,878,Yes,"Step Tracker, Workout Plans, Social Community",Weekly,No,Custom Diet Plans,113,5,Motivation,Family,Smartphone,6,Video Workouts,Yes,General Wellness
35,Female,Metro,52794,Doctorate,Professional,7687,3,Strength Training,77,798,Yes,"Step Tracker, Social Community, Diet Tracking, Workout Plans",Weekly,No,"Personalized Plans, Custom Diet Plans",173,6,Lack of Time,Influencers,Fitness Band,9,Community Posts,Yes,Muscle Gain
22,Female,Metro,72948,Graduate,Professional,3522,3,Mixed,45,530,Yes,"Diet Tracking, Step Tracker, Challenges",Daily,Yes,"Personalized Plans, Ad-free Experience, 1:1 Coach",904,6,Motivation,Self,Smartwatch,10,Community Posts,No,General Wellness
36,Female,Urban,45290,Graduate,Professional,5794,6,Mixed,19,651,Yes,"Diet Tracking, Workout Plans",Daily,No,Ad-free Experience,351,3,Lack of Time,Self,Smartphone,9,Community Posts,No,Rehabilitation
39,Male,Urban,37597,Graduate,Retired,6642,5,Cardio,14,505,Yes,"Workout Plans, Step Tracker, Challenges, Diet Tracking",Monthly,No,"Advanced Analytics, Custom Diet Plans",410,7,Motivation,Self,Smartphone,9,Live Classes,Yes,General Wellness
23,Female,Metro,90341,Postgraduate,Student,2777,2,Sports,50,413,Yes,"Workout Plans, Step Tracker, Diet Tracking, Progress Tracking",Daily,No,"Social Competitions, Personalized Plans",414,5,Guidance,Family,Smartphone,6,Challenges,Yes,Weight Loss
37,Male,Rural,90650,Graduate,Professional,8782,1,Mixed,131,570,Yes,Diet Tracking,Daily,No,"Personalized Plans, Social Competitions, 1:1 Coach",356,6,Motivation,Self,Smartwatch,6,Community Posts,Yes,Muscle Gain
33,Female,Semi-Urban,44260,Postgraduate,Homemaker,6428,2,Strength Training,32,529,Yes,Workout Plans,Monthly,Yes,"Ad-free Experience, 1:1 Coach",688,8,Cost,Self,Smartphone,7,Challenges,Yes,None
36,Male,Urban,103536,High School,Professional,3523,3,Cardio,8,400,Yes,Progress Tracking,Daily,No,"Social Competitions, Ad-free Experience, Advanced Analytics",475,6,Health Issues,Self,Fitness Band,7,Live Classes,Yes,Muscle Gain
45,Female,Urban,48252,High School,Professional,3382,5,Cardio,60,713,Yes,"Workout Plans, Diet Tracking",Monthly,Yes,"Ad-free Experience, Personalized Plans",721,6,Motivation,Self,Smartphone,10,Video Workouts,No,General Wellness
28,Prefer not to say,Urban,75100,Graduate,Professional,9751,3,Strength Training,49,871,Yes,"Workout Plans, Step Tracker, Challenges",Daily,No,1:1 Coach,517,3,Health Issues,Family,Smartwatch,9,Articles,No,Weight Loss
23,Male,Metro,99725,Graduate,Professional,6047,0,Strength Training,24,400,Yes,"Step Tracker, Progress Tracking",Daily,No,"Ad-free Experience, 1:1 Coach",424,5,Lack of Time,Family,Smartphone,7,Articles,Yes,Weight Loss
22,Other,Metro,65068,Graduate,Retired,9975,4,Yoga,13,608,Yes,Diet Tracking,Rarely,No,"Advanced Analytics, Ad-free Experience",275,6,Health Issues,Self,Manual Entry,4,Articles,Yes,Athletic Training
23,Male,Metro,83064,Graduate,Professional,10930,5,Cardio,23,969,Yes,"Diet Tracking, Progress Tracking, Social Community",Daily,No,"Custom Diet Plans, Advanced Analytics",290,4,Health Issues,Self,Smartphone,3,Articles,Yes,Weight Loss
29,Female,Urban,51112,Graduate,Professional,9556,2,Mixed,35,648,Yes,"Step Tracker, Progress Tracking",Weekly,No,Personalized Plans,262,5,Motivation,Family,Smartphone,7,Live Classes,Yes,Weight Loss
32,Female,Urban,59980,Graduate,Other,5666,4,Cardio,30,568,Yes,Step Tracker,Weekly,Yes,"Ad-free Experience, 1:1 Coach",882,10,Motivation,Friends,Smartwatch,9,Articles,Yes,Muscle Gain
32,Female,Metro,59698,Graduate,Professional,755,3,Cardio,14,400,Yes,"Social Community, Challenges, Step Tracker, Diet Tracking",Weekly,No,"Custom Diet Plans, Personalized Plans",301,3,Motivation,Self,Fitness Band,6,Live Classes,No,Rehabilitation
36,Female,Rural,45556,Doctorate,Student,7782,6,Strength Training,12,504,Yes,"Workout Plans, Progress Tracking",Daily,No,"Advanced Analytics, Social Competitions, Ad-free Experience",254,4,Health Issues,Family,Smartphone,10,Video Workouts,Yes,Weight Loss
30,Female,Rural,60573,Graduate,Professional,12228,5,Strength Training,20,982,No,None,Never,No,None,388,6,Health Issues,Family,Manual Entry,2,None,No,General Wellness
41,Male,Urban,30506,Graduate,Professional,6911,3,Cardio,54,602,Yes,"Step Tracker, Workout Plans, Diet Tracking",Daily,Yes,Custom Diet Plans,685,7,Motivation,Family,Smartphone,6,Community Posts,Yes,Weight Loss
27,Male,Urban,51762,Graduate,Professional,2025,4,Cardio,28,400,Yes,"Social Community, Progress Tracking, Diet Tracking",Monthly,No,"Advanced Analytics, Ad-free Experience, 1:1 Coach",385,4,Guidance,Self,Smartphone,5,Community Posts,Yes,Athletic Training
51,Female,Semi-Urban,57386,Other,Retired,5312,6,Cardio,65,811,Yes,"Diet Tracking, Social Community, Workout Plans, Challenges",Daily,Yes,Personalized Plans,983,9,Lack of Time,Self,Smartphone,7,Community Posts,Yes,None
35,Female,Metro,58215,Graduate,Professional,6540,3,Sports,25,400,Yes,Workout Plans,Daily,No,"1:1 Coach, Advanced Analytics",459,6,Motivation,Influencers,Smartphone,7,Live Classes,Yes,Weight Loss
23,Female,Semi-Urban,58644,Postgraduate,Professional,4255,2,Sports,58,415,Yes,Step Tracker,Daily,No,"Personalized Plans, Social Competitions, 1:1 Coach",353,5,Other,Influencers,Smartwatch,6,Live Classes,Yes,Weight Loss
21,Female,Metro,64158,Postgraduate,Professional,590,5,Strength Training,56,415,No,None,Never,No,None,180,4,Lack of Time,Friends,Smartphone,1,None,No,Weight Loss
33,Male,Semi-Urban,84096,Graduate,Professional,6755,1,Sports,28,549,No,None,Never,No,None,290,3,Other,Family,Smartphone,5,None,No,General Wellness
28,Female,Metro,102463,High School,Retired,5037,2,Sports,98,544,Yes,Progress Tracking,Daily,Yes,Ad-free Experience,806,6,Health Issues,Self,Smartphone,5,Live Classes,Yes,Weight Loss
35,Male,Semi-Urban,95632,Graduate,Homemaker,11431,6,Cardio,60,1185,Yes,Step Tracker,Monthly,No,"Custom Diet Plans, Advanced Analytics",209,5,Other,Family,Smartphone,5,Video Workouts,Yes,Weight Loss
33,Female,Rural,36257,High School,Professional,7252,4,None,71,956,Yes,Challenges,Monthly,No,"1:1 Coach, Personalized Plans, Custom Diet Plans",606,4,Lack of Time,Influencers,Smartwatch,4,Challenges,No,Weight Loss
29,Male,Metro,39299,Graduate,Professional,8173,2,Mixed,58,735,Yes,"Workout Plans, Diet Tracking, Progress Tracking",Never,No,"Social Competitions, Personalized Plans",351,6,Lack of Time,Self,Smartwatch,7,Live Classes,Yes,Weight Loss
23,Male,Urban,51864,Postgraduate,Professional,6702,1,Cardio,28,463,Yes,"Step Tracker, Workout Plans, Challenges, Social Community",Daily,No,"1:1 Coach, Advanced Analytics",355,6,Lack of Time,Family,Smartphone,7,Live Classes,Yes,Weight Loss
17,Male,Rural,55494,Graduate,Professional,7234,2,Cardio,91,708,Yes,"Workout Plans, Challenges, Social Community, Progress Tracking",Weekly,No,Custom Diet Plans,270,7,Cost,Influencers,Smartphone,10,Community Posts,Yes,Athletic Training
26,Male,Urban,45026,Postgraduate,Student,2869,2,Cardio,62,400,Yes,"Social Community, Progress Tracking",Daily,No,"Personalized Plans, Social Competitions, Custom Diet Plans",409,7,Guidance,Self,Smartwatch,8,Articles,Yes,Athletic Training
36,Female,Semi-Urban,34611,High School,Student,4399,1,Cardio,40,400,Yes,"Progress Tracking, Workout Plans",Daily,No,"Custom Diet Plans, Social Competitions, Personalized Plans",211,5,Lack of Time,Self,Smartphone,9,Articles,Yes,Muscle Gain
31,Male,Urban,52677,Postgraduate,Professional,9721,5,Sports,69,915,Yes,"Step Tracker, Challenges, Workout Plans",Daily,No,"Personalized Plans, Social Competitions",609,6,Cost,Family,Smartphone,7,Video Workouts,Yes,General Wellness
20,Male,Metro,72454,Graduate,Professional,7523,2,Strength Training,74,735,No,None,Never,No,None,508,4,Motivation,Friends,Smartphone,2,None,No,General Wellness
31,Male,Metro,89100,Graduate,Student,6003,3,Mixed,67,918,Yes,"Diet Tracking, Social Community, Challenges, Step Tracker",Monthly,No,"Advanced Analytics, Personalized Plans",468,6,Lack of Time,Self,Smartphone,7,Articles,Yes,General Wellness
33,Male,Metro,50075,Graduate,Professional,8215,2,Sports,33,648,No,None,Never,No,None,183,3,Motivation,None,Smartwatch,4,None,No,Muscle Gain
22,Male,Urban,53825,Doctorate,Student,8264,7,Yoga,15,448,Yes,"Step Tracker, Social Community, Challenges, Workout Plans",Weekly,Yes,1:1 Coach,730,6,Lack of Time,Family,Smartphone,8,Challenges,No,Muscle Gain
31,Male,Metro,41633,High School,Professional,11977,2,Yoga,59,794,Yes,"Progress Tracking, Challenges, Workout Plans, Social Community",Rarely,No,"Social Competitions, Custom Diet Plans",495,6,Lack of Time,None,Manual Entry,6,Community Posts,Yes,General Wellness
30,Female,Urban,65139,Graduate,Professional,7407,0,Cardio,41,495,Yes,"Step Tracker, Workout Plans, Diet Tracking",Monthly,No,"Personalized Plans, Ad-free Experience, 1:1 Coach",421,3,Motivation,Self,Smartphone,7,Video Workouts,No,General Wellness
20,Female,Urban,43294,Graduate,Other,4343,0,Strength Training,15,400,Yes,Diet Tracking,Monthly,No,1:1 Coach,229,5,Health Issues,Self,Smartphone,5,Articles,No,Weight Loss
32,Female,Urban,88129,Graduate,Professional,6710,3,Yoga,38,515,Yes,"Workout Plans, Progress Tracking",Daily,No,"Personalized Plans, 1:1 Coach, Custom Diet Plans",271,1,Cost,Family,Manual Entry,5,Articles,Yes,Weight Loss
34,Male,Semi-Urban,27093,Graduate,Student,8518,3,Cardio,46,723,No,None,Never,No,None,295,2,Motivation,Friends,Smartwatch,2,None,No,Weight Loss
38,Male,Rural,55281,Graduate,Professional,9489,3,Cardio,39,593,No,None,Never,No,None,277,2,Cost,Family,Fitness Band,4,None,No,Muscle Gain
38,Female,Metro,76922,Graduate,Homemaker,2962,3,Mixed,49,400,Yes,"Workout Plans, Progress Tracking",Monthly,No,"Personalized Plans, Custom Diet Plans, Ad-free Experience",533,7,Guidance,Friends,Smartphone,4,Community Posts,Yes,Muscle Gain
18,Male,Semi-Urban,72541,Graduate,Other,7634,0,Yoga,26,558,Yes,"Progress Tracking, Challenges, Workout Plans, Social Community",Daily,No,"Custom Diet Plans, Ad-free Experience, Advanced Analytics",119,7,Motivation,None,Smartwatch,6,Video Workouts,Yes,Muscle Gain
22,Male,Urban,254362,Graduate,Professional,4756,3,Cardio,31,400,Yes,"Step Tracker, Progress Tracking",Daily,Yes,"Social Competitions, Ad-free Experience",798,7,Cost,Family,Smartphone,9,Community Posts,Yes,Muscle Gain
34,Male,Urban,78818,Graduate,Professional,5583,3,Yoga,53,645,Yes,"Diet Tracking, Challenges, Step Tracker, Social Community",Daily,No,"Social Competitions, Advanced Analytics",194,7,Cost,Self,Smartphone,5,Video Workouts,Yes,General Wellness
34,Male,Rural,40053,Postgraduate,Retired,9114,1,Mixed,14,439,Yes,"Diet Tracking, Workout Plans, Step Tracker",Daily,No,"Ad-free Experience, Custom Diet Plans",234,7,Guidance,Family,Fitness Band,6,Articles,Yes,Weight Loss
34,Male,Metro,63086,Graduate,Professional,8865,1,Cardio,74,814,Yes,"Step Tracker, Workout Plans, Challenges",Daily,No,Custom Diet Plans,1779,5,Guidance,Self,Fitness Band,7,Community Posts,No,General Wellness
60,Male,Metro,27224,Graduate,Professional,5304,1,Cardio,31,400,Yes,Step Tracker,Daily,No,"Custom Diet Plans, Ad-free Experience",531,3,Cost,Family,Fitness Band,7,Community Posts,Yes,General Wellness
34,Female,Semi-Urban,63557,Graduate,Professional,6605,1,None,58,494,Yes,Step Tracker,Daily,No,"Advanced Analytics, Personalized Plans",381,5,Motivation,Family,Fitness Band,6,Challenges,Yes,Muscle Gain
